strateji,tohum,gun,masa,asci,salon,plan,servis,kizgin,kisi,ciro,memnuniyet,itibar,kasa
makul,20284667,13,7,2,2,15,15,0,35,186850,8186,5532,1021711
makul,20284667,14,7,2,2,16,15,1,36,194755,6902,5642,372291
makul,20284667,15,7,2,2,15,15,0,30,160005,9048,6206,481472
makul,20284667,16,7,2,2,13,12,1,29,191150,8231,6467,610698
makul,20284667,17,7,2,3,19,18,1,29,168575,8890,6672,725244
makul,20284667,18,7,2,3,20,20,0,33,194130,8687,7010,856876
makul,20284667,19,7,2,3,17,15,2,30,165715,9290,7337,969227
makul,20284667,20,7,2,3,17,17,0,43,233380,7487,7485,1127331
makul,20284667,21,7,2,3,22,19,3,37,215750,6004,7379,409999
makul,20284667,22,7,2,3,18,18,0,35,196815,7967,7603,543769
makul,20284667,23,7,2,3,17,15,2,31,207800,8013,7704,684347
makul,20284667,24,7,2,3,18,16,2,32,186380,8141,7823,811537
makul,20284667,25,7,2,3,17,15,2,32,194250,6971,7872,942977
makul,20284667,26,7,2,3,16,16,0,36,170810,9021,8328,1059327
makul,20284667,27,7,2,3,16,12,4,37,227760,6796,7818,1215831
makul,20284667,28,10,3,3,23,17,6,50,386860,6104,6538,-229109
makul,20284667,29,10,3,3,26,26,0,46,285035,9458,7237,-34286
makul,20284667,30,10,3,3,22,19,3,41,253570,9105,7617,139217
makul,20284667,31,10,3,3,14,14,0,50,290780,8532,8118,337970
makul,20284667,32,10,3,3,26,26,0,52,322505,9399,8544,558613
makul,20284667,33,10,3,3,25,25,0,54,321420,8605,8854,777289
makul,20284667,34,10,3,3,36,34,2,65,403920,8412,9095,1052044
makul,20284667,35,10,3,4,38,34,4,65,366460,7861,9207,60680
makul,20284667,36,10,3,4,27,27,0,57,391285,8880,9404,329506
makul,20284667,37,10,3,4,29,28,1,56,352150,8571,9481,568510
makul,20284667,38,10,4,4,27,26,1,55,356575,8455,9579,813376
makul,20284667,39,10,4,4,31,30,1,56,330080,9557,9702,1038699
makul,20284667,40,10,4,4,25,25,0,59,333790,9869,9801,1266236
makul,20284667,41,10,4,4,36,34,2,70,423105,9038,9847,1555002
makul,20284667,42,10,4,4,36,34,2,68,443835,7630,9854,416217
makul,20284667,43,10,4,4,25,25,0,59,390980,9263,9888,682473
makul,20284667,44,10,4,4,32,30,2,58,369160,9246,9911,933181
makul,20284667,45,10,4,4,24,24,0,60,302035,9857,9940,1140346
makul,20284667,46,10,4,4,30,27,3,54,342590,9059,9947,1372950
makul,20284667,47,10,4,4,25,25,0,60,392580,9521,9961,1642351
makul,20284667,48,10,4,4,29,29,0,75,502840,8763,9974,1984978
makul,20284667,49,10,4,4,30,30,0,75,438575,9342,9982,825363
makul,20284667,50,10,4,4,33,32,1,58,315880,9576,9986,1039944
makul,20284667,51,10,4,4,29,27,2,58,385270,8968,9989,1303182
makul,20284667,52,10,4,4,26,26,0,60,385335,9831,9992,1566947
makul,20284667,53,10,4,4,26,26,0,60,343955,9227,9994,1802939
makul,20284667,54,10,4,4,24,21,3,52,315560,7940,9994,2018809
makul,20284667,55,10,4,4,37,34,3,67,419805,8998,9995,2305763
makul,20284667,56,14,4,5,49,45,4,101,564080,5853,8746,-186622
makul,20284667,57,14,4,5,36,36,0,77,478435,8815,9088,138898
makul,20284667,58,14,4,5,42,38,4,72,442050,7125,9177,438762
makul,20284667,59,14,4,5,33,33,0,79,452250,9658,9466,747044
makul,20284667,60,14,4,5,45,45,0,81,488605,8281,9568,1081614
makul,20292586,1,4,1,0,6,6,0,13,54800,9495,3480,837890
makul,20292586,2,4,1,0,9,9,0,14,74850,7103,3480,888722
makul,20292586,3,4,1,0,8,8,0,14,71455,9118,3823,937326
makul,20292586,4,4,1,0,8,8,0,14,98140,7254,3943,1005257
makul,20292586,5,4,1,0,6,5,1,12,60440,8671,4097,1046474
makul,20292586,6,4,1,1,11,10,1,17,77010,7620,4423,1098930
makul,20292586,7,4,1,1,7,5,2,16,69200,6017,4307,781026
makul,20292586,8,4,1,1,9,9,0,15,69600,7266,4604,828038
makul,20292586,9,7,1,1,15,13,2,24,144200,6780,4684,600656
makul,20292586,10,7,1,2,13,9,4,16,116300,5138,3672,679868
makul,20292586,11,7,1,2,13,13,0,24,122750,6053,3663,762675
makul,20292586,12,7,1,2,11,11,0,24,121650,7402,3904,844869
makul,20292586,13,7,1,2,15,12,3,24,119985,7062,3048,926141
makul,20292586,14,7,2,2,12,9,3,24,124040,8471,3465,329075
makul,20292586,15,7,2,2,10,10,0,24,116370,7566,3711,408028
makul,20292586,16,7,2,2,12,12,0,24,153890,9250,4343,512849
makul,20292586,17,7,2,2,13,13,0,26,169540,9850,5145,628394
makul,20292586,18,7,2,2,16,16,0,28,170695,9713,5746,744657
makul,20292586,19,7,2,2,14,14,0,30,203785,9271,6242,885777
makul,20292586,20,7,2,2,16,13,3,32,221610,3939,4262,1036752
makul,20292586,21,7,2,3,15,14,1,31,196250,8510,4806,380421
makul,20292586,22,7,2,3,12,12,0,27,157940,8760,5323,488187
makul,20292586,23,7,2,3,13,13,0,29,163895,9364,5859,599234
makul,20292586,24,7,2,3,13,13,0,30,181425,9079,6380,723603
makul,20292586,25,7,2,3,16,16,0,32,177800,7968,6682,844232
makul,20292586,26,7,2,3,14,14,0,33,223715,8143,7051,996422
makul,20292586,27,7,2,3,15,14,1,41,222455,7512,7339,1147960
makul,20292586,28,7,2,3,22,20,2,38,233100,5167,6743,432592
makul,20292586,29,7,2,3,16,16,0,33,230350,9703,7299,588950
makul,20292586,30,7,2,3,17,17,0,34,192375,8630,7572,719579
makul,20292586,31,7,2,3,17,16,1,31,209095,8733,7723,861766
makul,20292586,32,7,2,3,21,19,2,32,184185,8174,7948,987476
makul,20292586,33,7,2,3,19,18,1,34,186270,8895,8180,1113233
makul,20292586,34,7,2,3,17,17,0,46,268170,8122,8434,1297017
makul,20292586,35,10,2,3,33,24,9,51,304430,6505,7643,-212599
makul,20292586,36,10,3,3,22,21,1,48,284515,6828,7741,-19398
makul,20292586,37,10,3,3,25,24,1,50,345545,8683,8145,219879
makul,20292586,38,10,3,4,26,23,3,46,289630,7226,8242,416912
makul,20292586,39,10,3,4,23,22,1,52,298700,7858,8411,619669
makul,20292586,40,10,4,4,25,24,1,53,372395,8826,8672,873241
makul,20292586,41,10,4,4,30,29,1,67,403800,8698,8990,1148233
makul,20292586,42,10,4,4,30,30,0,70,403880,8496,9217,-17558
makul,20292586,43,10,4,4,28,25,3,50,324200,9807,9384,203798
makul,20292586,44,10,4,4,21,21,0,58,354215,8111,9545,447222
makul,20292586,45,10,4,4,28,26,2,56,327595,9696,9657,670367
makul,20292586,46,10,4,4,24,23,1,57,367065,9016,9739,921274
makul,20292586,47,10,4,4,28,28,0,59,352810,9800,9828,1162177
makul,20292586,48,10,4,4,38,34,4,67,464225,8494,9859,1480543
makul,20292586,49,10,4,4,34,31,3,65,423220,8779,9886,310073
makul,20292586,50,10,4,4,24,24,0,60,368915,9878,9925,562552
makul,20292586,51,10,4,4,30,30,0,60,347115,9777,9946,798678
makul,20292586,52,10,4,4,29,27,2,58,326550,9529,9958,1019937
makul,20292586,53,10,4,4,36,36,0,60,346345,9674,9968,1256387
makul,20292586,54,10,4,4,24,23,1,59,408160,8852,9976,1537684
makul,20292586,55,10,4,4,32,27,5,69,398290,7371,9978,1808323
makul,20292586,56,10,4,4,40,31,9,59,394715,8716,9980,602478
makul,20292586,57,10,4,4,25,25,0,60,324875,9042,9984,823118
makul,20292586,58,10,4,4,26,26,0,60,407710,9597,9989,1102549
makul,20292586,59,10,4,4,35,32,3,57,351070,8822,9991,1340892
makul,20292586,60,10,4,4,31,29,2,56,338660,8580,9993,1571155
makul,20300505,1,4,1,0,5,5,0,13,54850,5144,2840,836891
makul,20300505,2,4,1,0,6,5,1,12,55000,4138,2527,874100
makul,20300505,3,4,1,1,7,6,1,11,62500,7336,2585,916294
makul,20300505,4,4,1,1,7,7,0,12,63200,6417,2624,958990
makul,20300505,5,4,1,1,7,7,0,12,65850,7216,2661,1003764
makul,20300505,6,4,1,1,7,7,0,15,76350,9291,3299,1055242
makul,20300505,7,4,1,1,11,9,2,13,92250,6215,2977,753146
makul,20300505,8,4,1,1,8,8,0,13,60700,8366,3133,794198
makul,20300505,9,4,1,1,8,7,1,11,61050,8621,3654,835691
makul,20300505,10,4,1,1,6,6,0,14,62025,7892,3734,877973
makul,20300505,11,4,1,1,7,6,1,12,55550,5706,3683,915529
makul,20300505,12,4,1,2,6,2,4,7,38450,9797,3439,942568
makul,20300505,13,4,1,2,6,5,1,15,86600,7450,3566,1001283
makul,20300505,14,4,1,2,7,7,0,17,103750,9818,4229,629727
makul,20300505,15,4,1,2,8,7,1,14,66050,9833,4687,674209
makul,20300505,16,7,2,2,15,13,2,24,145900,2589,3290,447963
makul,20300505,17,7,2,2,14,14,0,23,150900,9401,3887,550005
makul,20300505,18,7,2,2,12,12,0,25,173060,9701,4887,667905
makul,20300505,19,7,2,2,14,14,0,28,167215,8984,5369,782158
makul,20300505,20,7,2,2,18,18,0,36,191820,8920,5957,912327
makul,20300505,21,7,2,2,20,20,0,38,221090,8203,6329,274228
makul,20300505,22,7,2,2,18,18,0,32,170080,8165,6780,390473
makul,20300505,23,7,2,2,18,18,0,33,222000,8351,7033,541378
makul,20300505,24,7,2,2,19,18,1,32,209835,8454,7268,684349
makul,20300505,25,7,2,2,15,15,0,34,177150,7971,7415,803946
makul,20300505,26,7,2,2,15,15,0,35,211600,9444,7805,947069
makul,20300505,27,7,2,2,21,16,5,35,251850,5428,6504,1118058
makul,20300505,28,7,2,3,18,17,1,39,249645,7357,6796,491062
makul,20300505,29,7,2,3,17,17,0,33,222380,8163,7199,643800
makul,20300505,30,7,2,3,17,16,1,32,193555,7662,7475,776354
makul,20300505,31,7,2,3,17,17,0,35,236740,8027,7712,937214
makul,20300505,32,7,2,3,19,17,2,33,231240,8048,7884,1094917
makul,20300505,33,7,2,3,15,15,0,36,215200,7277,7974,1240940
makul,20300505,34,10,2,3,39,32,7,58,352225,3984,6039,895801
makul,20300505,35,10,3,3,26,23,3,47,317490,4636,4482,-21522
makul,20300505,36,10,3,3,21,21,0,38,214240,9390,5479,124582
makul,20300505,37,10,3,3,19,19,0,42,256965,9286,6250,299384
makul,20300505,38,10,3,3,20,20,0,45,254725,8978,7163,473272
makul,20300505,39,10,3,3,19,18,1,48,315435,6589,7098,689029
makul,20300505,40,10,3,3,19,19,0,48,304075,8898,7654,896042
makul,20300505,41,10,3,3,31,31,0,63,411710,9140,8169,1177038
makul,20300505,42,10,3,3,30,26,4,59,395130,7596,8353,193807
makul,20300505,43,10,3,4,26,24,2,48,270845,6635,8046,378761
makul,20300505,44,10,3,4,27,27,0,52,265550,9200,8436,559796
makul,20300505,45,10,3,4,26,24,2,50,281485,9222,8737,751486
makul,20300505,46,10,3,4,26,26,0,55,332405,8680,8994,978344
makul,20300505,47,10,3,4,27,26,1,55,340495,8249,9131,1210110
makul,20300505,48,10,4,4,33,27,6,57,385815,7219,9143,1474480
makul,20300505,49,10,4,4,33,30,3,67,396700,8912,9388,285237
makul,20300505,50,10,4,4,30,27,3,54,387235,8821,9506,550214
makul,20300505,51,10,4,4,29,29,0,58,374345,9757,9631,807355
makul,20300505,52,10,4,4,28,25,3,54,343460,9379,9732,1041256
makul,20300505,53,10,4,4,24,24,0,59,392995,9547,9807,1311207
makul,20300505,54,10,4,4,31,31,0,59,357540,9746,9853,1554897
makul,20300505,55,10,4,4,39,36,3,69,457055,9045,9889,1868249
makul,20300505,56,10,4,4,38,31,7,65,364560,8317,9906,641219
makul,20300505,57,10,4,4,30,24,6,48,306190,7465,9721,850697
makul,20300505,58,10,4,4,28,28,0,59,367070,9481,9790,1100128
makul,20300505,59,10,4,4,31,31,0,59,383290,9161,9838,1362750
makul,20300505,60,10,4,4,26,24,2,56,346535,8620,9867,1601124
makul,20308424,1,4,1,0,7,7,0,13,75900,9333,3462,851558
makul,20308424,2,4,1,0,8,7,1,13,73900,9152,3701,901920
makul,20308424,3,4,1,0,6,6,0,14,74630,9501,4319,952380
makul,20308424,4,4,1,0,11,10,1,14,59750,8409,4481,992719
makul,20308424,5,4,1,0,9,9,0,15,97100,6080,4342,1059358
makul,20308424,6,4,1,0,5,4,1,18,76700,7586,4584,1110946
makul,20308424,7,7,1,1,19,13,6,25,118950,3749,3136,333349
makul,20308424,8,7,1,1,10,9,1,22,115300,3971,2409,411606
makul,20308424,9,7,1,1,8,8,0,21,115175,5666,1923,490423
makul,20308424,10,7,1,1,8,8,0,19,103400,8145,2485,560733
makul,20308424,11,7,1,1,8,7,1,19,103900,6241,2356,631106
makul,20308424,12,7,1,2,11,10,1,19,101550,8012,2309,700361
makul,20308424,13,7,1,2,13,12,1,25,130740,6219,1833,789045
makul,20308424,14,7,2,2,11,9,2,20,104450,7598,1931,178616
makul,20308424,15,7,2,2,11,11,0,19,119445,9681,2701,260206
makul,20308424,16,7,2,2,12,12,0,22,129965,9787,3616,348609
makul,20308424,17,7,2,2,13,13,0,24,154850,9274,4143,453299
makul,20308424,18,7,2,2,17,17,0,26,152795,8871,4694,556469
makul,20308424,19,7,2,2,16,16,0,27,152150,9027,5382,658939
makul,20308424,20,7,2,2,15,15,0,36,212330,8763,5920,802791
makul,20308424,21,7,2,2,18,16,2,34,196345,9247,6444,148014
makul,20308424,22,7,2,2,13,13,0,32,160215,9860,6989,257446
makul,20308424,23,7,2,2,13,13,0,34,180935,7824,7285,380605
makul,20308424,24,7,2,2,15,15,0,34,207395,8618,7603,522697
makul,20308424,25,7,2,2,15,15,0,35,181850,7466,7698,645408
makul,20308424,26,7,2,2,14,14,0,36,281065,8916,8085,837762
makul,20308424,27,7,2,2,23,22,1,45,255375,7917,8315,1010993
makul,20308424,28,7,2,3,24,20,4,42,264820,7352,8385,394296
makul,20308424,29,7,2,3,21,20,1,33,194960,7728,8438,527288
makul,20308424,30,7,2,3,17,17,0,38,242500,6808,8465,692679
makul,20308424,31,7,2,3,17,15,2,35,241870,8533,8652,858118
makul,20308424,32,7,2,3,16,13,3,32,186780,6946,8654,984880
makul,20308424,33,7,2,3,15,13,2,35,193355,5728,8334,1116902
makul,20308424,34,7,2,3,17,16,1,46,269600,5690,8234,1299959
makul,20308424,35,10,3,3,30,24,6,54,317675,4025,5605,-201500
makul,20308424,36,10,3,3,18,18,0,42,240590,9241,6302,-38216
makul,20308424,37,10,3,3,25,22,3,40,265570,7863,6324,143009
makul,20308424,38,10,3,4,21,20,1,44,273645,8882,6871,329051
makul,20308424,39,10,3,4,26,26,0,47,264960,9071,7369,510314
makul,20308424,40,10,3,4,24,24,0,49,274230,9359,7957,696480
makul,20308424,41,10,3,4,33,31,2,58,340465,6379,7602,929002
makul,20308424,42,10,4,4,33,29,4,54,327780,7774,7718,-179376
makul,20308424,43,10,4,4,23,23,0,51,281960,9810,8350,12658
makul,20308424,44,10,4,4,26,25,1,52,324890,9189,8667,235371
makul,20308424,45,10,4,4,22,22,0,55,289970,9809,9072,433382
makul,20308424,46,10,4,4,30,28,2,53,344715,8469,9268,668987
makul,20308424,47,10,4,4,30,30,0,57,359795,9622,9449,913903
makul,20308424,48,10,4,4,38,29,9,60,318205,8903,9528,1129863
makul,20308424,49,10,4,4,36,33,3,66,430070,8789,9626,-34357
makul,20308424,50,10,4,4,31,24,7,46,297120,8754,9634,169398
makul,20308424,51,10,4,4,28,27,1,58,330920,9586,9714,395243
makul,20308424,52,10,4,4,32,32,0,59,353250,9531,9798,636842
makul,20308424,53,10,4,4,28,25,3,54,346970,7255,9807,874374
makul,20308424,54,10,4,4,29,26,3,53,299080,9108,9833,1077904
makul,20308424,55,10,4,4,38,37,1,73,463820,9686,9898,1396496
makul,20308424,56,10,4,4,35,33,2,67,383520,9520,9922,181149
makul,20308424,57,10,4,4,27,26,1,58,373270,9827,9945,436560
makul,20308424,58,10,4,4,24,24,0,60,354050,8366,9957,678918
makul,20308424,59,10,4,4,26,25,1,57,313060,8676,9965,892414
makul,20308424,60,10,4,4,31,29,2,57,327965,9446,9973,1113951
makul,20316343,1,4,1,0,8,6,2,10,43850,8371,3089,829703
makul,20316343,2,4,1,1,7,5,2,11,59400,9632,3349,869974
makul,20316343,3,4,1,1,6,5,1,10,43730,9366,3404,899875
makul,20316343,4,4,1,1,6,6,0,13,74320,8367,3667,950321
makul,20316343,5,4,1,1,8,8,0,14,67615,9549,3956,996439
makul,20316343,6,4,1,1,9,7,2,14,72930,6759,3803,1046082
makul,20316343,7,4,1,1,8,8,0,18,108640,9868,4446,756738
makul,20316343,8,4,1,1,8,7,1,14,74700,7043,4523,807343
makul,20316343,9,7,1,2,10,8,2,24,116800,7292,4606,562470
makul,20316343,10,7,1,2,14,12,2,24,135360,6503,4507,654722
makul,20316343,11,7,2,2,18,14,4,20,88450,6805,4073,714368
makul,20316343,12,7,2,2,17,17,0,25,126990,9456,4542,800678
makul,20316343,13,7,2,2,15,15,0,33,189010,8343,5006,930298
makul,20316343,14,7,2,2,20,16,4,27,137110,6186,4366,242339
makul,20316343,15,7,2,2,12,12,0,26,142780,9557,4947,339401
makul,20316343,16,7,2,2,10,10,0,28,130100,9139,5540,427341
makul,20316343,17,7,2,2,17,17,0,30,160790,9171,5979,536257
makul,20316343,18,7,2,2,14,14,0,31,181590,8614,6324,659809
makul,20316343,19,7,2,2,16,16,0,32,199070,8896,6682,795401
makul,20316343,20,7,2,2,20,20,0,41,287010,7409,6792,990080
makul,20316343,21,7,2,2,18,17,1,39,253150,7272,6866,372078
makul,20316343,22,7,2,2,18,18,0,33,180325,9674,7272,495975
makul,20316343,23,7,2,2,21,21,0,34,220400,7030,7282,645426
makul,20316343,24,7,2,2,16,16,0,34,220395,8356,7615,795599
makul,20316343,25,7,2,2,16,14,2,33,189350,6924,7670,923606
makul,20316343,26,7,2,2,16,16,0,35,246470,7938,7780,1092252
makul,20316343,27,7,2,2,24,24,0,45,269650,7660,7953,1276118
makul,20316343,28,10,2,2,34,30,4,58,372200,5088,6947,-103882
makul,20316343,29,10,2,3,22,20,2,44,320515,6760,6960,113949
makul,20316343,30,10,2,3,22,17,5,42,234090,5804,6123,272517
makul,20316343,31,10,3,3,17,16,1,42,208910,8263,6653,414539
makul,20316343,32,10,3,3,25,25,0,47,313525,8668,7199,628918
makul,20316343,33,10,3,3,22,22,0,49,285610,8908,7674,823574
makul,20316343,34,10,3,3,30,29,1,59,368230,6646,7392,1074583
makul,20316343,35,10,3,4,32,25,7,50,304410,6038,6503,41739
makul,20316343,36,10,3,4,20,19,1,44,270710,8201,6897,226684
makul,20316343,37,10,3,4,21,21,0,48,322955,9600,7617,448015
makul,20316343,38,10,3,4,20,20,0,50,332780,8986,8120,675988
makul,20316343,39,10,3,4,25,25,0,52,272315,8764,8470,860287
makul,20316343,40,10,3,4,24,24,0,54,340450,7992,8604,1091136
makul,20316343,41,10,3,4,34,30,4,57,360220,7786,8485,1336404
makul,20316343,42,10,4,4,32,29,3,61,381970,8817,8714,263400
makul,20316343,43,10,4,4,22,22,0,55,366390,9865,9138,513244
makul,20316343,44,10,4,4,24,24,0,57,345610,8643,9305,748177
makul,20316343,45,10,4,4,34,32,2,55,338880,8943,9419,979280
makul,20316343,46,10,4,4,29,29,0,58,355055,9717,9572,1222044
makul,20316343,47,10,4,4,21,21,0,58,336555,9527,9691,1451070
makul,20316343,48,10,4,4,33,33,0,73,395720,9474,9777,1720729
makul,20316343,49,10,4,4,40,40,0,74,461540,9144,9844,577914
makul,20316343,50,10,4,4,27,27,0,59,327735,9712,9895,801320
makul,20316343,51,10,4,4,24,24,0,60,386305,9254,9920,1063972
makul,20316343,52,10,4,4,30,29,1,58,357400,8931,9937,1306581
makul,20316343,53,10,4,4,32,32,0,60,372770,9674,9953,1560069
makul,20316343,54,10,4,4,36,35,1,56,354075,8481,9959,1802843
makul,20316343,55,10,4,4,38,33,5,64,402810,8658,9965,2077371
makul,20316343,56,10,4,4,40,38,2,71,372385,9591,9976,855024
makul,20316343,57,10,4,4,25,23,2,54,351450,9652,9981,1094906
makul,20316343,58,10,4,4,26,26,0,60,349050,9465,9987,1332252
makul,20316343,59,10,4,4,27,27,0,60,346900,9857,9991,1568201
makul,20316343,60,10,4,4,28,28,0,60,331480,9753,9993,1793020
makul,20324262,1,4,1,0,7,7,0,13,59400,8147,3130,840260
makul,20324262,2,4,1,0,7,6,1,12,57150,8238,3419,878823
makul,20324262,3,4,1,1,7,6,1,12,52150,6575,2594,913937
makul,20324262,4,4,1,1,4,4,0,12,78750,9870,3036,968305
makul,20324262,5,4,1,1,5,5,0,13,60120,9344,3436,1009497
makul,20324262,6,4,1,1,9,8,1,16,73550,7962,3684,1059038
makul,20324262,7,4,1,1,5,5,0,17,76480,8708,4213,747225
makul,20324262,8,4,1,1,8,7,1,13,54440,5899,4083,784201
makul,20324262,9,4,1,1,9,9,0,15,72355,6611,4095,833377
makul,20324262,10,4,1,1,6,6,0,15,66450,9157,4443,878710
makul,20324262,11,4,1,1,9,9,0,15,68635,8243,4632,925488
makul,20324262,12,7,1,1,14,13,1,24,108795,6773,4568,674134
makul,20324262,13,7,1,2,13,8,5,24,135900,5710,3541,766190
makul,20324262,14,7,1,2,17,17,0,30,133800,5068,2944,174553
makul,20324262,15,7,1,2,11,8,3,18,107310,5039,2411,248037
makul,20324262,16,7,2,2,9,7,2,16,79950,6380,2000,302182
makul,20324262,17,7,2,2,11,11,0,20,113495,9828,2706,379199
makul,20324262,18,7,2,2,15,15,0,22,143210,8922,3198,477479
makul,20324262,19,7,2,2,11,11,0,23,120100,9846,4057,558806
makul,20324262,20,7,2,2,14,14,0,32,165040,6687,4228,670461
makul,20324262,21,7,2,2,18,18,0,32,185350,7947,4495,6522
makul,20324262,22,7,2,2,17,17,0,27,137490,9722,5365,100014
makul,20324262,23,7,2,2,13,11,2,25,137100,7849,5497,192791
makul,20324262,24,7,2,3,14,11,3,25,160680,8016,5686,302830
makul,20324262,25,7,2,3,17,17,0,30,192865,9719,6379,433494
makul,20324262,26,7,2,3,17,14,3,27,177380,5028,5546,553819
makul,20324262,27,7,2,3,16,16,0,37,230925,7922,5790,710693
makul,20324262,28,7,2,3,17,15,2,33,233270,7218,5912,-4571
makul,20324262,29,7,2,3,14,14,0,31,193900,8658,6377,127463
makul,20324262,30,7,2,3,18,18,0,32,188700,9494,6852,254907
makul,20324262,31,7,2,3,18,18,0,33,191080,9427,7257,384582
makul,20324262,32,7,2,3,17,15,2,30,198075,7276,7211,521181
makul,20324262,33,7,2,3,18,16,2,32,225070,7766,7322,673856
makul,20324262,34,7,2,3,21,19,2,40,220215,6826,7367,823603
makul,20324262,35,7,2,3,19,16,3,38,226545,6559,7361,93531
makul,20324262,36,7,2,3,16,16,0,35,229350,8762,7683,249101
makul,20324262,37,7,2,3,17,13,4,29,194115,6832,7654,381793
makul,20324262,38,7,2,3,20,18,2,30,215800,7955,7810,528527
makul,20324262,39,7,2,3,15,15,0,36,199255,9364,8134,664784
makul,20324262,40,7,2,3,17,16,1,36,294270,9093,8367,867479
makul,20324262,41,7,2,3,19,17,2,44,255060,5795,7608,1042874
makul,20324262,42,7,2,3,23,18,5,36,213490,7612,7492,295606
makul,20324262,43,7,2,3,17,14,3,32,207750,6198,7528,436631
makul,20324262,44,7,2,3,16,16,0,35,248905,6610,7594,607942
makul,20324262,45,7,2,3,16,15,1,34,197170,8419,7861,742597
makul,20324262,46,7,2,3,21,20,1,34,209590,7339,7864,885043
makul,20324262,47,7,2,3,19,18,1,35,218200,7563,7901,1033700
makul,20324262,48,7,2,3,21,21,0,45,266310,7514,8070,1213793
makul,20324262,49,10,2,3,28,27,1,63,375750,3605,5904,-268407
makul,20324262,50,10,2,3,19,19,0,44,242960,7642,6443,-104297
makul,20324262,51,10,2,3,16,16,0,46,236250,7247,6752,57387
makul,20324262,52,10,2,3,25,25,0,47,270260,6359,6730,241070
makul,20324262,53,10,2,3,23,23,0,47,323235,8071,7237,462554
makul,20324262,54,10,2,3,26,21,5,41,236355,4139,5769,623554
makul,20324262,55,10,3,3,22,18,4,44,265620,7179,5299,805297
makul,20324262,56,10,3,3,22,22,0,51,280650,9128,6167,-282791
makul,20324262,57,10,3,3,24,24,0,45,226440,9658,6847,-128790
makul,20324262,58,10,3,3,16,16,0,47,266650,9045,7491,52602
makul,20324262,59,10,3,3,26,26,0,50,314300,8176,7891,265929
makul,20324262,60,10,3,3,23,23,0,52,260000,9188,8296,443066
makul,20332181,1,4,1,0,6,6,0,13,72450,8991,3377,848982
makul,20332181,2,4,1,0,5,5,0,13,65220,4212,2720,893541
makul,20332181,3,4,1,0,6,6,0,12,75950,9206,3007,945062
makul,20332181,4,4,1,0,8,7,1,12,62950,6875,2987,987788
makul,20332181,5,4,1,0,2,2,0,13,89600,4574,2550,1048572
makul,20332181,6,4,1,0,9,8,1,14,81455,8351,2853,1104100
makul,20332181,7,4,1,0,8,8,0,16,86080,6334,2949,869907
makul,20332181,8,4,1,0,6,6,0,13,73540,9061,3253,920163
makul,20332181,9,4,1,0,7,5,2,11,58650,9291,3534,960080
makul,20332181,10,4,1,1,7,6,1,13,51080,7863,3725,995265
makul,20332181,11,4,1,1,7,7,0,14,69100,8556,4005,1041897
makul,20332181,12,4,1,1,5,4,1,12,78775,9041,4232,1096490
makul,20332181,13,4,1,1,7,7,0,18,113050,4984,3710,1173748
makul,20332181,14,4,1,1,7,7,0,17,84350,8797,4367,862191
makul,20332181,15,4,1,1,9,8,1,14,58050,9170,4583,901425
makul,20332181,16,7,1,2,14,11,3,20,103915,5983,4310,646908
makul,20332181,17,7,1,2,14,12,2,22,119350,8261,4489,727722
makul,20332181,18,7,2,2,12,10,2,23,165290,6878,4570,841333
makul,20332181,19,7,2,2,14,14,0,27,142155,9591,5145,938110
makul,20332181,20,7,2,2,19,17,2,33,204770,8278,5460,1076934
makul,20332181,21,7,2,3,18,15,3,29,151235,6921,5154,390061
makul,20332181,22,7,2,3,11,10,1,27,159745,9274,5682,499868
makul,20332181,23,7,2,3,17,14,3,22,131370,6640,4938,590198
makul,20332181,24,7,2,3,16,16,0,28,155700,9817,5505,695503
makul,20332181,25,7,2,3,16,16,0,29,210190,7982,5740,838891
makul,20332181,26,7,2,3,15,14,1,29,195470,9620,6189,971966
makul,20332181,27,7,2,3,23,23,0,39,239170,7835,6521,1134656
makul,20332181,28,7,2,3,17,13,4,33,199180,7835,6557,396415
makul,20332181,29,7,2,3,19,19,0,32,176675,8731,6912,516543
makul,20332181,30,7,2,3,16,16,0,33,202920,7329,7041,654669
makul,20332181,31,7,2,3,17,15,2,32,215960,6476,7062,801696
makul,20332181,32,7,2,3,13,13,0,34,237700,7382,7341,964590
makul,20332181,33,7,2,3,19,18,1,34,213200,7545,7574,1109171
makul,20332181,34,7,2,3,21,17,4,36,213140,8341,7637,1254210
makul,20332181,35,10,3,3,32,28,4,58,366420,4932,5872,-215069
makul,20332181,36,10,3,3,21,21,0,43,254960,9836,6764,-40120
makul,20332181,37,10,3,3,23,23,0,47,280665,9016,7262,152064
makul,20332181,38,10,3,3,20,20,0,49,311440,9108,7887,364083
makul,20332181,39,10,3,3,26,24,2,50,328635,7237,7952,590051
makul,20332181,40,10,3,3,28,28,0,52,313300,9510,8367,804247
makul,20332181,41,10,3,3,33,29,4,60,439230,7056,7926,1105928
makul,20332181,42,10,3,4,33,28,5,55,345715,7510,7954,88774
makul,20332181,43,10,3,4,21,20,1,49,262545,8336,8137,268686
makul,20332181,44,10,3,4,26,26,0,53,299990,8269,8294,472966
makul,20332181,45,10,3,4,25,24,1,52,323020,6972,8378,692027
makul,20332181,46,10,3,4,26,26,0,54,361255,8974,8751,936770
makul,20332181,47,10,3,4,19,17,2,53,330925,8690,9020,1163190
